Adam 	﻿A Dong 
To go to the toilet, go to the bathroom, defecate 	đi cầu 
To go camping 	đi cắm trại 
Fetch wood in the forest 	đi củi 
Can go 	đi dược 
To stoll, go for a walk 	đi dạo 
To walk about in groups 	đi dạo từng nhóm 
Make water, urinate 	đi giải 
To go do the laundry 	đi giặt đồ 
To penetrate somebody’s 	đi guốc trong bụng 
To attend school, go to school, study 	đi học 
To be present at a meeting, attend a meeting 	đi họp 
To work as a prostitute 	đi khách 
To go all over the United States 	đi khắp nước Mỹ 
To search, go and look for 	đi kiếm 
Be affected by dysentery 	đi kiết 
To go to court, go to law, start proceedings 	đi kiện 
To accompany 	đi kèm 
To go along with 	đi kèm theo 
To wander about aimlessly 	đi lang thang 
To go right away, leave immediately 	đi liền 
To keep going 	đi luôn 
To go to work 	đi làm 
To go to work early 	đi làm sớm 
To go or come to work late 	đi làm trễ 
To go to work 	đi làm việc 
To come home from work 	đi làm về 
To be gone a long time 	đi lâu 
To go up, rise, ascend 	đi lên 
To become a soldier, enter the military 	đi lính 
To get lost, be lost 	đi lạc 
To digress 	đi lạc đề 
Go to the railroad station 	đi lại nhà ga 
Go to the school 	đi lại trường 
To move about freely 	đi lại tự do 
To go to church, attend religious ceremonies 	đi lễ 
To go which way 	đi lối nào 
To go into the wrong room 	đi lộn phòng 
To go and buy 	đi mua 
To go shopping 	đi mua bán 
To go shopping 	đi mua sắm 
Go shopping 	đi mua đồ 
To go by plane 	đi máy bay 
To have drug-induced euphoria 	đi mây về gió 
To disapper 	đi mất tiêu 
To walk around once 	đi một vòng 
Dinar 	đi na 
Dynamite 	đi na mít 
Dynamo 	đi na mô 
To go across, through, straight towards 	đi ngang 
To cross, go across 	đi ngang qua 
To walk across a street 	đi ngang qua một con đường 
To have extramarital relations 	đi ngang về tắt 
To be swaggering about in the streets, blocking the way 	đi nghênh ngang ngoài phố 
Take have a rest, go to rest-spend one’s holiday 	đi nghỉ 
To go in the opposite direction 	đi ngược chiều lại 
To go against, be contrary to; to turn back, backtrack, retrace one’s steps 	đi ngược lại 
To run contrary to US law 	đi ngược lại hiến pháp Hoa Kỳ 
To go against someone’s will 	đi ngược lại ý muốn 
To go to bed, go to sleep 	đi ngủ 
To go to bed early 	đi ngủ sớm 
Go banking 	đi nhà băng 
To walk on crutches 	đi nạng 
Go to bed, go to rest 	đi nằm 
Serve as coolie, laborer 	đi phu 
Go to town for shopping 	đi phố 
To pass through, go past 	đi qua 
To go back and forth 	đi qua đi lại 
To go out, discharge 	đi ra 
To go out, go out the door 	đi ra cửa 
To go outside 	đi ra ngoài 
To go back and forth 	đi ra đi do 
To go in and out 	đi ra đi vào 
To walk aimlessly 	đi rong 
To make one’s rounds 	đi rỏn 
To go into the woods, penetrate into a forest 	đi rừng 
Get diarrhea 	đi rửa 
To wash dishes 	đi rửa chén 
To come or go after, follow, lag behind; upcoming, future 	đi sau 
To be about 20 years behind the U.S. 	đi sau Hoa Kỳ những 20 năm 
To keep in close touch with 	đi sâu đi sát 
To go hunting 	đi săn 
To go out early and return late 	đi sớm về khuya 
To be sent to a foreign country as king’s envoy 	đi sứ 
To accompany, go with, follow 	đi theo 
To make mistakes, follow the wrong path 	đi theo vết xe đổ 
Go along this street 	đi theo đường nầy 
To take an exam 	đi thi 
To go slowly 	đi thong thả 
To have diarrhea 	đi tháo dạ 
Go further 	đi thêm 
To call on somebody, drop in on somebody, visit 	đi thăm 
To go straight on 	đi thẳng 
To go straight into 	đi thẳng vào 
To see someone off 	đi tiễn 
The game’s up 	đi tong 
To go before, ahead 	đi trước 
To go late, come late 	đi trễ 
To flee, fly, run away 	đi trốn 
To go back 	đi trở lại 
To go back, walk back 	đi trở về 
Take the vow, go into a monastery, go into a nunnery 	đi tu 
To go out on patrol 	đi tuần 
To go west, kick the bucket, die 	đi tây 
To go looking, searching for 	đi tìm 
Go to prison 	đi tù 
Suffer from cholera 	đi tả 
To take a short-cut 	đi tắt 
To go towards, approach 	đi tới 
To go back and forth, run back and forth 	đi tới đi lui 
To go drinking 	đi uống rượu 
To go in, enter 	đi vào 
To reach a high point, a peak 	đi vào cao điểm 
To recede, vanish, disappear into the past 	đi vào dĩ vãng 
To go down in history 	đi vào lịch sử 
To enter the dry season 	đi vào mùa khô 
Take a roundabout route 	đi vòng 
To go around 	đi vòng vòng 
To go in 	đi vô 
Divan, couch 	đi văng 
To walk aimlessly 	đi vẩn vơ 
To be out, be not at home, be absent 	đi vắng 
To return, go back, go home 	đi về 
To go home early 	đi về sớm 
To go with 	đi với 
To go far away 	đi xa 
To go further 	đi xa hơn nữa 
To drive, go by car 	đi xe 
Take a taxi 	đi xe tắc xi 
To go down 	đi xuống 
To go downstairs 	đi xuống lầu 
To go downstairs 	đi xuống nhà 
To come in next to the last 	đi áp chót 
Diesel 	đi ê zen 
To go eat 	đi ăn 
To go begging 	đi ăn xin 
To walk back and forth 	đi đi lại lại 
Be deported, be banished 	đi đày 
To urinate, go pee 	đi đái 
To go where 	đi đâu 
Where did sb go? 	đi đâu nhỉ 
To come home at night 	đi đêm về 
To travel all night 	đi đêm về hôm 
To take the correct path, move in the right direction 	đi đúng đường 
Traveling 	đi đường 
To take a land route, go overland 	đi đường bộ 
Be a catholic 	đi đạo 
Go walk barefoot 	đi đất 
To go on one’s head 	đi đằng đầu 
To arrive at a decision 	đi đến 
To go to the end of 	đi đến cuối 
To arrive at a decision 	đi đến một biểu quyết 
To reach an agreement, come to an agreement 	đi đến thỏa thuận 
To have a stately gait 	đi đứng bệ vệ 
Kick the bucket, go bust, lose all 	đi đứt 
To have a bowel movement, take a shit 	đi ỉa 
Diopter 	đi ốp 
To be in somebody’s service or employ, go into somebody’s service 	đi ở 
Dyne 	đin 
1 to nail, nail; 2 4th cycle of the twelve years of the Chinese zodiac 	đinh 
Trident 	đinh ba 
Village’s young men’s register 	đinh bạ 
Forelock 	đinh chốt 
Pin 	đinh cúc 
Close kind of spice 	đinh hương 
Ring-headed woodscrew 	đinh khuy 
Clinch-nail 	đinh mũ 
Certain, sure 	đinh ninh 
Small boil round the mouth 	đinh râu 
Tack 	đinh rệp 
Deafening, ear-splitting 	đinh tai 
Clout nail, spikenail 	đinh thuyền 
Able-bodied young man 	đinh tráng 
Clinch-nail, rivet 	đinh tán 
Screw 	đinh vít 
Drawing pin, thumbtack 	đinh ấn 
Screw 	đinh ốc 
Mad, crazy, insane 	điên 
To go crazy, bang one’s head in frustration 	điên cái đầu 
Foolish, stupid, crazy, insane, mad 	điên dại 
Fly into a rage, be enraged 	điên khùng 
Hysterical, delirious 	điên loạn 
Crazy, insane, foolish 	điên rồ 
Boil over with anger, foam with rage, fly into a passion 	điên tiết 
To go mad, lose one’s mind; to confuse 	điên đầu 
To go crazy trying to figure out 	điên đầu tính toán 
1 lying, untruthful, false, dishonest; 2 to carve; 	điêu 
Untruthful and ungrateful 	điêu bạc 
Sculpture 	điêu khắc 
Falling into decay, going to rack and ruin 	điêu linh 
Perfect 	điêu luyện 
Untruthful, mythomaniac 	điêu ngoa 
Untruthful 	điêu toa 
Untruthful and craftily 	điêu trá 
Falling into ruin, devastated 	điêu tàn 
Untruthful and spiteful 	điêu ác 
Afflicted, distressed 	điêu đứng 
Deaf 	điếc 
Deaf 	điếc lác 
Deaf as a post 	điếc lòi 
Deafening 	điếc tai 
Deaf as a post 	điếc đặc 
Prostitute 	điếm 
Defame, shame, disgrace 	điếm nhục 
Have loose customs 	điếm đàng 
Shocking, killing 	điếng 
Shocking, killing 		điếu CL for cigarettes
Farmer’s pipe 	điếu cày 
Cash and offerings for a funeral, present condolences 	điếu phúng 
Suppress rebels and save the people 	điếu phạt 
Pay a visit of condolence to some bereaved family 	điếu tang 
Cigarette 	điếu thuốc 
Cigarette 	điếu thuốc lá 
Eulogy, funeral oration 	điếu văn 
Hookah, hubble-bubble, narghile 	điếu ống 
Omen 	điềm 
An ominous sign 	điềm bất tường 
Calm, unruffled 	điềm nhiêm 
Calm, imperturbable 	điềm tĩnh 
Level-headed, composed 	điềm đạm 
Country, countryside 	điền dã 
Land-holding household, cultivator, tiller 	điền hộ 
To fill a vacancy, blank or empty space 	điền khuyết 
Real and personal estate 	điền sản 
Sesbania 	điền thanh 
Land and fields 	điền thổ 
Fields and gardens, large farmstead 	điền trang 
Fields and gardens and houses 	điền trạch 
Farm-hand 	điền tốt 
To fill in 	điền vào 
Land, field 	điền địa 
1 thing, matter, item; article of penal code, constitution; 2 smoking pipe; 3 bird =chim 	điều 
Array troops 	điều binh 
One thing that especially must be said is 	điều biệt đáng nói là 
Secret, mystery 	điều bí mật 
To make up, prepare 	điều chế 
Adjustment, regulation; to adjust, set 	điều chỉnh 
Frequency regulation 	điều chỉnh tần số 
Primary frequency regulation 	điều chỉnh tần số sơ cấp 
Automatic generation control, AGC 	điều chỉnh tự động công suất phát nhà máy điện 
Voltage regulation 	điều chỉnh điện áp 
Information 	điều cần biết 
It must be remembered that 	điều cần ghi nhớ 
To give treatment and medical care 	điều dưỡng 
Something easy to understand 	điều dễ hiểu 
To mediate, act as mediator 	điều giải 
Anything 	điều gì 
To manage, function, handle, run, operate 	điều hành 
Manager, administrator 	điều hành viên 
Regular; to adjust, regulate, coordinate 	điều hòa 
To air-condition 	điều hòa không khí 
Counsel, advice 	điều hơn lẽ thiệt 
Antenna tuning 	điều hợp ăng ten 
To command, control 	điều khiển 
Cybernetics 	điều khiển học 
Digital control 	điều khiển số 
Remote control 	điều khiển từ xa 
Voltage control 	điều khiển điện áp 
Clause, term, article, covenant, provision 	điều khoản 
Extended terms 	điều khoản mở rộng 
Something unavoidable, inescapable 	điều không thể tránh 
To induce or hasten menstrual flow 	điều kinh 
Condition, situation, category 	điều kiện 
Prerequisite 	điều kiện bắt buộc 
Necessary condition 	điều kiện cần 
Necessary condition 	điều kiện cần thiết 
Economic conditions 	điều kiện kinh tế 
Working conditions 	điều kiện làm việc 
Normal condition 	điều kiện thường 
Preconditions 	điều kiện tiên quyết 
Minimum requirements 	điều kiện tối thiểu 
Article of law 	điều luật 
The strange thing is that 	điều lạ lùng là 
Regulation, rule, statute, charter 	điều lệ 
Regulations, instructions 	điều lệnh 
The thing that, which 	điều mà 
Article 	điều mục 
Thermoregulator 	điều nhiệt 
This thing, matter 	điều này 
This suggests that 	điều này gợi ý là 
This something very unusual for me 	điều này đối với tôi rất mới lạ 
It should be noted that 	điều nên biết rằng 
Something to he happy about 	điều nên mừng 
This, word, thing, matter 	điều nầy 
Spread a bad rumor, circulate 	điều ong tiếng ve 
To coordinate 	điều phối 
Coordinator 	điều phối viên 
Come to words with 	điều qua tiếng lại 
The most important thing 	điều quan trọng nhất 
Maneuver troops 	điều quân 
One very important point is ~ 	điều rất cần là 
Good point, side 	điều thuận lợi 
Bad reputation 	điều tiếng 
Regulate, harmonize 	điều tiết 
To investigate; investigation 	điều tra 
Initial investigation 	điều tra ban đầu 
To investigate carefully 	điều tra kỹ 
Initial investigation 	điều tra sơ khởi 
Investigator 	điều tra viên 
To investigate a case 	điều tra vụ 
To make a report, show in detail 	điều trần 
To treat, cure patient; treatment 	điều trị 
To treat a disease, illness 	điều trị bịnh 
Speed regulation 	điều tốc 
A very difficult thing 	điều vô cùng khó khan 
To coordinate the transport system 	điều vận 
Mischief 	điều ác 
Pressurize 	điều áp 
Tap changer 	điều áp dưới tải 
To negotiate, arrange 	điều đinh 
Something that should be, something that deserves to be 	điều đáng 
The sad thing is 	điều đáng buồn là 
The thing deserving attention, pay attention to, is 	điều đáng chú ý là 
Something worth nothing here 	điều đáng ghi nhận ở đây 
Something to be concerned about 	điều đáng lo ngại 
A thing deserving attention is 	điều đáng lưu ý là 
The good news is that 	điều đáng mừng là 
The more worrisome thing is 	điều đáng ngại hơn là 
This means 	điều đáng nói 
Regrettable 	điều đáng tiếc 
To bargain, arrange, hold talks, negotiate 	điều đình 
That aforementioned thing, matter 	điều đó 
That which is called, what they call, a thing called 	điều được gọi là 
Common point 	điều đặc biệt chung 
Control; in moderation 	điều độ 
To appoint somebody to a post; to maneuver, move 	điều động 
That thing 	điều ấy 
Grades, marks, point 	điểm 
To review, inspect troops 	điểm binh 
Pharmacy, drug store 	điểm bán thuốc 
To make a press round-up or press review 	điểm báo 
Irregularity 	điểm bất thường 
Point of difference 	điểm bất đồng 
Points of differing opinion 	điểm bất đồng ý kiến 
Peak, high point, highlight, main point 	điểm cao 
Strategic point, location 	điểm chiến lược 
Main point 	điểm chính 
Sign by pressing one’s finger-print 	điểm chỉ 
To call the roll or register, take roll-call 	điểm danh 
Check and examine 	điểm duyệt 
Hit at dangerous spots in traditional boxing 	điểm huyệt 
Classroom conduct grade, behavior grade 	điểm hạnh kiểm 
Rendezvous point 	điểm hẹn 
Ignite, detonate 	điểm hỏa 
Differences, points of difference 	điểm khác biệt 
Blind spot 	điểm mù 
Point the eyes of Buddhist statue 	điểm nhãn 
Hot spot, trouble-spot 	điểm nóng 
Junction point 	điểm nút 
Point of articulation 	điểm phát âm 
Notice a book 	điểm sách 
Boiling-point 	điểm sôi 
Weak points 	điểm sơ hở 
Dew-point 	điểm sương 
Grade, mark, score 	điểm số 
Adorn oneself, smarten oneself up 	điểm trang 
Breakfast 	điểm tâm 
Adorn 	điểm tô 
Strong point 	điểm tựa 
Embellish, adorn 	điểm xuyết 
To halt and fire, fire at irregular intervals 	điểm xạ 
Characteristics 	điểm đặc biệt 
Location 	điểm đặt 
Official regulations, code 	điển chế 
Example, pattern; typical 	điển hình 
A typical example is 	điển hình là 
Solemn ceremony 	điển lễ 
Rule, relation 	điển lệ 
Typical 	điểu hình 
Electricity, electric; palace, temple, main government building 	điện 
The Kremlin 	điện Kremli 
Three phase electricity 	điện ba pha 
Telex 	điện báo 
Telegraphist, telegrapher 	điện báo viên 
High voltage, high tension 	điện cao thế 
Kremlin 	điện cẩm linh 
Electrode 	điện cực 
Capacity 	điện dung 
Conductivity 	điện dẫn 
Electrochemistry 	điện hóa học 
Your royal highness 	điện hạ 
Electricity as a branch of study 	điện học 
Impedance 	điện kháng 
Direct-axis reactance 	điện kháng dọc trục 
Quadrature-axis reactance 	điện kháng ngang trục 
To electrify 	điện khí hóa 
Beeper 	điện liên 
Electrolytic dissociation 	điện ly 
Electric current 	điện lưu 
Grid electricity, network electricity 	điện lưới 
Electrical power, electricity 	điện lực 
Dielectric, insulator 	điện môi 
Electroscope 	điện nghiệm 
Encephalogram, electroencephalogram 	điện não đồ 
Electrical energy, power 	điện năng 
Generated electrical energy 	điện năng phát 
Reactive electrical energy 	điện năng phản kháng 
Active electrical energy 	điện năng tác dụng 
Electrolysis 	điện phân 
X-ray 	điện quang 
Telephone 	điện thoại 
Mobile, portable, handheld phone 	điện thoại cầm tay 
Mobile phone, cell phone 	điện thoại di động 
Mobile, portable phone 	điện thoại lưu động 
Telephone book 	điện thoại niên giám 
The phone rings 	điện thoại reo 
